customerID,ChurnCategory,ChurnReason
2274-DHZD,Dissatisfaction,Lack of self-service on Website
6429-QRGK,Dissatisfaction,Network reliability
3560-VZCZ,Dissatisfaction,Limited range of services
3182-LTNL,Price,Lack of affordable download/upload speed
2799-IZWN,Price,Long distance charges
1999-KGUT,Competitor,Competitor had better devices
6887-EGXE,Price,Price too high
4114-DZYG,Dissatisfaction,Product dissatisfaction
9345-WPOY,Dissatisfaction,Service dissatisfaction
3321-SIGE,Attitude,Attitude of support person
1106-XAJP,Competitor,Competitor made better offer
6869-NTDN,Other,Don't know
1825-BENT,Competitor,Competitor made better offer
2114-DBRM,Competitor,Competitor made better offer
4525-NKWX,Competitor,Competitor made better offer
5056-IRYY,Competitor,Competitor made better offer
7964-QHWT,Competitor,Competitor made better offer
9066-LPPA,Competitor,Competitor made better offer
9671-NWDE,Competitor,Competitor made better offer
0652-DTAQ,Competitor,Competitor made better offer
8109-TTSP,Other,Don't know
0964-SHEN,Competitor,Competitor made better offer
2238-NENF,Competitor,Competitor made better offer
5464-EZYX,Competitor,Competitor made better offer
7572-EAOW,Competitor,Competitor made better offer
8380-IPGN,Competitor,Competitor made better offer
0820-KUUD,Competitor,Competitor made better offer
6671-HBCN,Competitor,Competitor made better offer
4891-TDDC,Competitor,Competitor made better offer
4470-VSYZ,Competitor,Competitor made better offer
6698-HFRX,Competitor,Competitor made better offer
3094-RMVP,Competitor,Competitor made better offer
5417-OTQN,Dissatisfaction,Lack of self-service on Website
4589-VJEL,Competitor,Competitor had better devices
5334-XQLC,Competitor,Competitor made better offer
0106-TBHV,Competitor,Competitor made better offer
9216-WIKL,Competitor,Competitor made better offer
6316-NJKS,Competitor,Competitor made better offer
6172-ARGW,Attitude,Attitude of support person
2326-VYWK,Competitor,Competitor made better offer
0298-PICD,Competitor,Competitor made better offer
4637-TECD,Other,Don't know
5357-BPCI,Competitor,Competitor made better offer
4369-ZVUR,Competitor,Competitor made better offer
9660-TURB,Competitor,Competitor made better offer
9728-OZMT,Competitor,Competitor made better offer
1669-XUJV,Other,Don't know
7565-XVFG,Competitor,Competitor made better offer
5560-RHYI,Competitor,Competitor made better offer
0508-ZWNY,Competitor,Competitor made better offer
0467-ATZR,Competitor,Competitor made better offer
4024-KGZL,Other,Don't know
2183-AYUA,Competitor,Competitor made better offer
4914-GDRS,Competitor,Competitor made better offer
8934-OEGV,Competitor,Competitor made better offer
3946-PLZN,Competitor,Competitor made better offer
7552-HSAI,Other,Don't know
2696-FJPN,Competitor,Competitor made better offer
6730-BVSP,Other,Don't know
7948-TQRL,Competitor,Competitor made better offer
5556-JEAQ,Competitor,Competitor made better offer
4533-QRDM,Dissatisfaction,Limited range of services
3859-FXIF,Price,Lack of affordable download/upload speed
9640-YTLK,Price,Long distance charges
4540-IVUI,Price,Extra data charges
0884-SRXL,Price,Price too high
4922-UJON,Dissatisfaction,Product dissatisfaction
9779-VHNO,Dissatisfaction,Service dissatisfaction
9567-ZFVW,Dissatisfaction,Lack of self-service on Website
1254-IWUU,Dissatisfaction,Network reliability
7762-VEGZ,Other,Don't know
9750-QURB,Attitude,Attitude of service provider
9737-YYPQ,Attitude,Attitude of support person
1203-VAMR,Competitor,Competitor had better devices
4406-UNDP,Attitude,Attitude of service provider
8748-WVNN,Competitor,Competitor had better devices
1480-JBRO,Competitor,Competitor made better offer
3530-XSTF,Other,Deceased
1315-DKXT,Other,Moved
9992-FVIE,Other,Moved
5824-RIFL,Other,Moved
3968-PZQU,Competitor,Competitor had better devices
0725-WTFB,Competitor,Competitor offered higher download speeds
7874-SBOU,Competitor,Competitor offered more data
3282-UGNW,Competitor,Competitor made better offer
9273-SLLE,Competitor,Competitor had better devices
6663-HLJH,Competitor,Competitor offered higher download speeds
8096-PIIU,Competitor,Competitor offered higher download speeds
7775-JDIF,Competitor,Competitor offered higher download speeds
0526-PLMI,Competitor,Competitor offered more data
6168-MOWG,Competitor,Competitor offered more data
6796-UOCA,Competitor,Competitor made better offer
2647-LVUX,Competitor,Competitor made better offer
5670-IEOU,Price,Price too high
0816-QFNP,Dissatisfaction,Product dissatisfaction
7422-TUIG,Dissatisfaction,Service dissatisfaction
8062-PALD,Dissatisfaction,Lack of self-service on Website
5380-KKWG,Dissatisfaction,Network reliability
4478-UCVB,Dissatisfaction,Limited range of services
1960-WYLU,Price,Lack of affordable download/upload speed
7876-CMCE,Price,Long distance charges
0216-AXYC,Price,Extra data charges
7952-EPXB,Price,Price too high
2651-SYDN,Dissatisfaction,Product dissatisfaction
4727-NNBU,Dissatisfaction,Service dissatisfaction
6015-GCZS,Dissatisfaction,Lack of self-service on Website
5520-IBBZ,Dissatisfaction,Network reliability
2363-PLZW,Other,Don't know
3393-WWSI,Other,Don't know
4732-JCCV,Other,Don't know
3047-DWKQ,Dissatisfaction,Poor expertise of online support
3146-DRDM,Dissatisfaction,Poor expertise of phone support
4412-WZWF,Attitude,Attitude of support person
4105-HDCB,Attitude,Attitude of support person
5141-YFJE,Attitude,Attitude of service provider
2029-KEWB,Price,Long distance charges
7556-GBMD,Competitor,Competitor had better devices
7847-UBTY,Competitor,Competitor had better devices
7885-ILNQ,Competitor,Competitor made better offer
0993-KTKY,Price,Long distance charges
1507-IONC,Competitor,Competitor made better offer
1995-EQOY,Attitude,Attitude of service provider
0638-ZSDN,Attitude,Attitude of support person
6370-DYJS,Attitude,Attitude of support person
9307-QZCU,Competitor,Competitor made better offer
3562-LLWJ,Other,Don't know
9232-XEDE,Attitude,Attitude of service provider
2251-KUYD,Attitude,Attitude of support person
4291-BCOQ,Competitor,Competitor had better devices
0196-FSZZ,Attitude,Attitude of support person
7522-HONA,Attitude,Attitude of service provider
0550-OEVK,Attitude,Attitude of support person
8566-PGMF,Attitude,Attitude of support person
8301-PXLD,Attitude,Attitude of support person
0698-BHEF,Attitude,Attitude of service provider
1695-AYVA,Attitude,Attitude of service provider
9114-XONH,Attitude,Attitude of service provider
2237-XHKZ,Attitude,Attitude of support person
5187-FVMD,Attitude,Attitude of support person
8637-MGQF,Attitude,Attitude of support person
5201-EZBP,Competitor,Competitor had better devices
0757-TKMH,Attitude,Attitude of service provider
0143-REXB,Attitude,Attitude of service provider
1155-PQHF,Attitude,Attitude of support person
2963-AAMI,Competitor,Competitor made better offer
8415-IRWW,Attitude,Attitude of support person
7235-QSPE,Competitor,Competitor had better devices
9674-JWJJ,Price,Long distance charges
7331-YHBP,Competitor,Competitor had better devices
7890-TAAG,Attitude,Attitude of support person
3673-MCWM,Other,Poor expertise of online support
4082-RXME,Competitor,Competitor had better devices
3536-QCDH,Attitude,Attitude of service provider
8752-SOTK,Attitude,Attitude of service provider
1086-PWUP,Attitude,Attitude of service provider
7102-GBMO,Competitor,Competitor had better devices
7912-GVVL,Competitor,Competitor had better devices
5706-UGZJ,Attitude,Attitude of support person
0561-HODW,Attitude,Attitude of service provider
5038-ERGW,Attitude,Attitude of service provider
6489-SPPD,Attitude,Attitude of service provider
7901-AVPH,Attitude,Attitude of support person
1948-YRZJ,Attitude,Attitude of support person
2032-VNWH,Attitude,Attitude of service provider
0840-NWVD,Competitor,Competitor had better devices
1521-TKTJ,Attitude,Attitude of support person
7092-LFEY,Attitude,Attitude of support person
3893-UCKC,Competitor,Competitor had better devices
5791-LDPT,Attitude,Attitude of service provider
6251-INKJ,Competitor,Competitor had better devices
7601-NADC,Attitude,Attitude of service provider
8242-RTVK,Attitude,Attitude of support person
3874-KTRH,Other,Deceased
7103-VJQC,Other,Moved
7577-EYLJ,Other,Moved
6427-CNXM,Competitor,Competitor had better devices
4113-LWUZ,Competitor,Competitor offered higher download speeds
5683-AAVL,Competitor,Competitor offered more data
4377-ZSVZ,Competitor,Competitor made better offer
3296-UOFT,Competitor,Competitor had better devices
3691-FEHX,Competitor,Competitor had better devices
7976-KTZK,Competitor,Competitor offered higher download speeds
0401-XZVJ,Competitor,Competitor offered higher download speeds
1195-HXLO,Competitor,Competitor offered higher download speeds
7818-RPFD,Competitor,Competitor offered more data
7630-LEOL,Competitor,Competitor offered more data
7295-BRJO,Competitor,Competitor made better offer
2354-ZGIH,Competitor,Competitor made better offer
9146-JNAV,Price,Price too high
0023-JOAG,Dissatisfaction,Product dissatisfaction
2380-FIAB,Competitor,Competitor had better devices
2645-BTAL,Attitude,Attitude of support person
2741-WWGC,Dissatisfaction,Network reliability
1204-AQXW,Dissatisfaction,Limited range of services
3885-XBRQ,Price,Lack of affordable download/upload speed
5975-JRNR,Competitor,Competitor had better devices
2356-RAMA,Price,Extra data charges
6860-HJII,Price,Price too high
8088-RZOZ,Price,Long distance charges
4608-XPMP,Dissatisfaction,Service dissatisfaction
3603-ESLN,Attitude,Attitude of support person
1805-VNCZ,Dissatisfaction,Network reliability
5489-ZLNI,Other,Poor expertise of online support
2875-NDQU,Other,Don't know
2857-CAEJ,Other,Don't know
8627-ELIR,Dissatisfaction,Poor expertise of online support
8354-ZVGW,Dissatisfaction,Poor expertise of phone support
7204-XRGR,Competitor,Competitor had better devices
2740-EDRN,Competitor,Competitor offered higher download speeds
5375-EBOI,Competitor,Competitor offered more data
8580-BMIS,Competitor,Competitor made better offer
7262-WZBF,Competitor,Competitor had better devices
2435-XSYR,Competitor,Competitor had better devices
9200-JOUX,Competitor,Competitor offered higher download speeds
4764-KMWU,Competitor,Competitor offered higher download speeds
2132-JBIW,Competitor,Competitor offered higher download speeds
6859-DKXU,Competitor,Competitor offered more data
9200-YNDX,Competitor,Competitor offered more data
4268-GQBZ,Competitor,Competitor offered more data
1472-LCOR,Competitor,Competitor made better offer
1526-SPDQ,Competitor,Competitor made better offer
4312-BCKL,Price,Price too high
8329-IUWI,Dissatisfaction,Product dissatisfaction
7716-EDWR,Dissatisfaction,Service dissatisfaction
9921-QEHV,Competitor,Competitor made better offer
3018-WPIC,Competitor,Competitor had better devices
6445-MGCP,Dissatisfaction,Limited range of services
1445-FTXD,Competitor,Competitor had better devices
8749-BNCD,Competitor,Competitor had better devices
7062-FUCZ,Price,Price too high
5524-UCZB,Dissatisfaction,Product dissatisfaction
4733-GGZM,Dissatisfaction,Service dissatisfaction
3884-FHBV,Dissatisfaction,Lack of self-service on Website
6049-QTJK,Competitor,Competitor had better devices
6015-ZYYT,Other,Don't know
4418-XFVA,Competitor,Competitor had better devices
8215-XPKN,Competitor,Competitor offered higher download speeds
5063-TAAO,Competitor,Competitor offered more data
6199-ZJVC,Competitor,Competitor made better offer
8519-JSVY,Competitor,Competitor had better devices
5685-CXLT,Competitor,Competitor had better devices
1811-NHHY,Competitor,Competitor offered higher download speeds
4136-QNAW,Competitor,Competitor offered higher download speeds
5800-OPUS,Competitor,Competitor offered higher download speeds
7737-BAAR,Competitor,Competitor offered more data
2951-FYJC,Competitor,Competitor offered more data
7763-KKJY,Competitor,Competitor offered more data
2829-FKYR,Competitor,Competitor made better offer
5519-GGFL,Competitor,Competitor made better offer
5934-PHKI,Price,Price too high
1475-YHXB,Dissatisfaction,Product dissatisfaction
8180-PTYX,Dissatisfaction,Service dissatisfaction
4891-MHUQ,Dissatisfaction,Lack of self-service on Website
5062-EXPM,Dissatisfaction,Network reliability
8383-QQIE,Dissatisfaction,Limited range of services
7878-EOSK,Price,Lack of affordable download/upload speed
2940-TNDG,Price,Long distance charges
8343-EZNR,Price,Extra data charges
8660-TXBZ,Price,Price too high
2888-LKAG,Dissatisfaction,Product dissatisfaction
9003-DQCX,Dissatisfaction,Service dissatisfaction
0233-CBDF,Dissatisfaction,Lack of self-service on Website
1837-OFRF,Dissatisfaction,Network reliability
7621-KAMG,Other,Don't know
3529-XGRD,Attitude,Attitude of service provider
4127-FOZI,Attitude,Attitude of support person
4861-BHHD,Attitude,Attitude of support person
0817-LDOA,Attitude,Attitude of support person
6429-MTWP,Attitude,Attitude of service provider
6885-UVOX,Attitude,Attitude of service provider
3184-FDDV,Attitude,Attitude of service provider
2179-ULXY,Attitude,Attitude of support person
4567-JCHC,Competitor,Competitor made better offer
7518-ZTVX,Other,Moved
2282-MQUD,Other,Moved
7882-FLOH,Competitor,Competitor had better devices
4945-EETR,Competitor,Competitor offered higher download speeds
5930-RBRE,Competitor,Competitor offered more data
3185-TLJL,Competitor,Competitor made better offer
5427-FSCD,Competitor,Competitor had better devices
6653-KADX,Competitor,Competitor had better devices
6082-MYFG,Attitude,Attitude of support person
1099-VZGA,Competitor,Competitor offered higher download speeds
1776-TXNR,Competitor,Competitor offered higher download speeds
4223-RBLN,Other,Don't know
3672-JOBB,Competitor,Competitor offered more data
9847-CXKS,Attitude,Attitude of service provider
2652-FNYC,Competitor,Competitor made better offer
5216-XVQL,Competitor,Competitor made better offer
7627-FIFP,Price,Price too high
8567-TQRL,Dissatisfaction,Product dissatisfaction
8424-LVVR,Competitor,Competitor had better devices
3433-UOGX,Competitor,Competitor had better devices
8295-HECF,Attitude,Attitude of support person
4047-DBWY,Dissatisfaction,Limited range of services
1645-SCLE,Price,Lack of affordable download/upload speed
2944-WVAO,Price,Long distance charges
8250-MXBT,Price,Price too high
6438-UMPT,Dissatisfaction,Product dissatisfaction
7190-GQLL,Competitor,Competitor had better devices
1640-SIYF,Dissatisfaction,Network reliability
7268-QSYK,Price,Long distance charges
3324-LVYX,Other,Don't know
9526-YQIR,Other,Don't know
1897-DTRA,Dissatisfaction,Poor expertise of online support
2607-BHAE,Competitor,Competitor had better devices
3764-VTBD,Competitor,Competitor had better devices
7127-DGRJ,Competitor,Competitor offered higher download speeds
9572-AICL,Competitor,Competitor offered more data
2410-JVZX,Competitor,Competitor made better offer
7868-AIOP,Price,Long distance charges
4369-SXWM,Competitor,Competitor had better devices
1805-ZAVD,Competitor,Competitor offered higher download speeds
0990-ZMIZ,Competitor,Competitor offered higher download speeds
1438-ZAAS,Competitor,Competitor offered more data
2668-ECFC,Competitor,Competitor offered more data
0385-XIZP,Competitor,Competitor offered more data
9819-ZOUW,Competitor,Competitor made better offer
4585-KPSG,Competitor,Competitor made better offer
8071-VCBN,Price,Price too high
7013-KXSO,Dissatisfaction,Product dissatisfaction
9438-XVBQ,Dissatisfaction,Service dissatisfaction
5688-NXDU,Attitude,Attitude of support person
0359-RTBV,Dissatisfaction,Network reliability
3799-UROV,Dissatisfaction,Limited range of services
6408-SJEW,Price,Lack of affordable download/upload speed
9298-QPFC,Price,Long distance charges
5202-CFGH,Price,Extra data charges
6389-ZQNB,Price,Price too high
5537-XDIG,Dissatisfaction,Product dissatisfaction
2087-PXYY,Dissatisfaction,Service dissatisfaction
0771-CLEI,Dissatisfaction,Lack of self-service on Website
6776-KCJW,Dissatisfaction,Network reliability
3671-LVLE,Other,Don't know
6761-APVW,Competitor,Competitor had better devices
8201-GPPD,Competitor,Competitor offered higher download speeds
5934-GGME,Competitor,Competitor offered more data
4082-EQZY,Other,Don't know
7568-XIZB,Competitor,Competitor had better devices
9039-MYEL,Competitor,Competitor had better devices
6565-WEVQ,Competitor,Competitor offered higher download speeds
5724-QUGT,Competitor,Competitor offered higher download speeds
8514-QAMO,Competitor,Competitor made better offer
1367-YNMZ,Competitor,Competitor offered more data
4212-ENPJ,Competitor,Competitor offered more data
3290-AXJZ,Competitor,Competitor made better offer
2371-SFMP,Price,Price too high
8840-HRUV,Dissatisfaction,Product dissatisfaction
4693-ZRKF,Dissatisfaction,Service dissatisfaction
7148-KTIB,Dissatisfaction,Lack of self-service on Website
6088-QQOA,Dissatisfaction,Network reliability
3746-MAXW,Competitor,Competitor made better offer
8590-NVOC,Price,Lack of affordable download/upload speed
8968-NLOZ,Price,Long distance charges
6646-DYMO,Price,Extra data charges
6045-UZKF,Price,Price too high
9963-ZUBM,Price,Long distance charges
0309-GEPB,Dissatisfaction,Service dissatisfaction
2731-EZZS,Dissatisfaction,Lack of self-service on Website
6605-SXZC,Dissatisfaction,Network reliability
8744-CPDY,Other,Don't know
1684-QYEM,Attitude,Attitude of service provider
5640-PLIL,Attitude,Attitude of support person
3767-DLLW,Other,Don't know
0713-PJUU,Attitude,Attitude of service provider
0342-YJTB,Other,Don't know
1355-ELAD,Competitor,Competitor made better offer
1806-IVIQ,Competitor,Competitor made better offer
2330-SQWN,Competitor,Competitor made better offer
1139-JTEX,Competitor,Competitor made better offer
8161-PLGM,Competitor,Competitor made better offer
3590-QGRJ,Competitor,Competitor made better offer
0173-UTGH,Competitor,Competitor made better offer
3702-PTNU,Competitor,Competitor made better offer
3349-QAWI,Competitor,Competitor made better offer
8760-PEBG,Competitor,Competitor had better devices
9500-SHSC,Competitor,Competitor had better devices
5687-GTJG,Competitor,Competitor offered higher download speeds
6847-OMMC,Competitor,Competitor offered higher download speeds
3424-AKZO,Competitor,Competitor offered higher download speeds
6632-BBJS,Competitor,Competitor offered more data
2554-IOCO,Competitor,Competitor offered more data
6105-RHWJ,Competitor,Competitor offered more data
8363-PWIY,Competitor,Competitor made better offer
6182-ANHX,Competitor,Competitor made better offer
7669-QUUH,Other,Moved
7147-KMNQ,Other,Moved
1640-QVSG,Other,Moved
0522-GCYT,Competitor,Competitor had better devices
8912-QCKJ,Competitor,Competitor had better devices
3368-UWVA,Competitor,Competitor had better devices
2437-ACRF,Competitor,Competitor offered higher download speeds
7915-BTJX,Competitor,Competitor offered more data
7430-ILYS,Competitor,Competitor had better devices
9667-BGFY,Competitor,Competitor offered more data
6776-RQHY,Competitor,Competitor made better offer
0554-OCTQ,Competitor,Competitor made better offer
5203-KJFW,Price,Price too high
2486-TDYT,Competitor,Competitor had better devices
1923-RMNY,Dissatisfaction,Service dissatisfaction
1629-MVCD,Attitude,Attitude of support person
5308-TTWS,Dissatisfaction,Limited range of services
3138-XTSW,Price,Long distance charges
9757-JQHE,Price,Extra data charges
4097-BQQN,Price,Price too high
6199-RZCG,Dissatisfaction,Product dissatisfaction
1270-NUXR,Competitor,Competitor had better devices
1781-QJOG,Other,Don't know
6784-GCMH,Competitor,Competitor had better devices
5022-QIBT,Price,Price too high
4361-JRVC,Dissatisfaction,Product dissatisfaction
0204-QLHK,Attitude,Attitude of support person
6338-PCBX,Dissatisfaction,Limited range of services
1887-LMPY,Price,Lack of affordable download/upload speed
4315-OTHE,Price,Extra data charges
0791-CDDW,Competitor,Competitor had better devices
2012-AQZP,Dissatisfaction,Service dissatisfaction
3781-DXEC,Attitude,Attitude of support person
3756-ULHU,Dissatisfaction,Network reliability
1427-ZIJA,Other,Don't know
5399-NCNB,Dissatisfaction,Poor expertise of phone support
4644-KCHB,Dissatisfaction,Product dissatisfaction
3898-ZSGA,Attitude,Attitude of support person
0986-DICX,Competitor,Competitor had better devices
6749-CQFW,Dissatisfaction,Service dissatisfaction
4706-WRAV,Dissatisfaction,Network reliability
6518-EUTS,Price,Extra data charges
1209-EMZE,Attitude,Attitude of support person
8634-ZWQD,Attitude,Attitude of service provider
6287-OJSI,Price,Price too high
7030-ZHZP,Other,Poor expertise of online support
9215-PRKX,Dissatisfaction,Service dissatisfaction
4471-GWGP,Competitor,Competitor made better offer
0543-LBNI,Dissatisfaction,Product dissatisfaction
0356-VNNH,Dissatisfaction,Service dissatisfaction
8807-TFMQ,Attitude,Attitude of support person
0000-XZWZ,Dissatisfaction,Service dissatisfaction
5095-HETY,Price,Price too high
5495-FJFO,Dissatisfaction,Product dissatisfaction
6953-KEFE,Competitor,Competitor made better offer
4331-ZHVQ,Dissatisfaction,Lack of self-service on Website
6780-ZNGE,Attitude,Attitude of support person
0847-DDSN,Dissatisfaction,Lack of self-service on Website
3263-AVOC,Price,Long distance charges
2912-UWHS,Competitor,Competitor had better devices
5571-SUVC,Competitor,Competitor had better devices
5781-QVZZ,Dissatisfaction,Service dissatisfaction
7550-EEEH,Attitude,Attitude of support person
0809-SADG,Other,Don't know
9700-URQB,Competitor,Competitor had better devices
8244-BRGB,Price,Long distance charges
6110-AHBV,Competitor,Competitor made better offer
8205-IEGL,Dissatisfaction,Network reliability
2752-LEQU,Competitor,Competitor made better offer
2519-GZCT,Dissatisfaction,Network reliability
2824-MUSA,Price,Long distance charges
5045-GYIY,Attitude,Attitude of support person
6071-CNRS,Competitor,Competitor made better offer
6182-QLCX,Competitor,Competitor made better offer
1610-HDZU,Competitor,Competitor made better offer
5488-TQKO,Attitude,Attitude of support person
6172-LGXF,Other,Don't know
9790-BALD,Competitor,Competitor had better devices
0516-UZMK,Attitude,Attitude of support person
6570-VCXP,Attitude,Attitude of service provider
8445-UDGJ,Attitude,Attitude of service provider
7523-NVOJ,Price,Long distance charges
1354-EURY,Attitude,Attitude of service provider
9300-VEOD,Attitude,Attitude of support person
8083-VCUW,Attitude,Attitude of service provider
6422-MAFN,Other,Moved
2424-WMEU,Competitor,Competitor offered more data
7223-IAZO,Price,Extra data charges
2044-UCGH,Other,Moved
3059-FTFJ,Price,Extra data charges
8708-NXSF,Dissatisfaction,Service dissatisfaction
2940-QHVU,Competitor,Competitor offered higher download speeds
3033-TMYG,Competitor,Competitor offered higher download speeds
7029-XDVM,Competitor,Competitor made better offer
6614-NAJG,Attitude,Attitude of support person
5104-AGDX,Competitor,Competitor made better offer
