Transaction ID,Date,Time,Type of Card,Entry Mode,Amount,Type of Transaction,Merchant Group,Country of Transaction,Shipping Address,Country of Residence,Gender,Age,Bank,Fraud
231183,14/10/2020,21,Visa,PIN,161,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,72,Barclays,0
231310,13/10/2020,13,Visa,Tap,17,Online,Fashion,India,India,India,F,72,Barclays,0
231375,13/10/2020,21,Visa,PIN,34,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,F,72,Barclays,0
231422,14/10/2020,7,MasterCard,PIN,104,POS,Food,United Kingdom,United Kingdom,United Kingdom,M,72,Lloyds,0
231454,13/10/2020,5,Visa,Tap,21,Online,Electronics,United Kingdom,India,United Kingdom,M,72,HSBC,1
231502,14/10/2020,21,MasterCard,PIN,350,ATM,Electronics,United Kingdom,China,United Kingdom,F,72,Monzo,0
231611,13/10/2020,21,MasterCard,Tap,7,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,72,Barclays,0
231651,13/10/2020,10,MasterCard,Tap,23,Online,Products,United Kingdom,United Kingdom,United Kingdom,M,72,Metro,0
231672,13/10/2020,8,Visa,PIN,64,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,72,Barclays,0
231793,13/10/2020,22,MasterCard,Tap,30,ATM,Children,United Kingdom,United Kingdom,United Kingdom,M,72,Halifax,0
231815,13/10/2020,14,Visa,Tap,20,Online,Services,USA,USA,USA,M,72,Monzo,0
231881,13/10/2020,22,Visa,Tap,18,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,72,Barclays,0
231928,13/10/2020,22,Visa,Tap,22,ATM,Food,United Kingdom,United Kingdom,United Kingdom,F,72,Metro,0
231948,14/10/2020,19,MasterCard,Tap,25,ATM,Products,India,India,India,F,72,HSBC,0
232001,14/10/2020,9,MasterCard,Tap,6,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,72,TSB,0
232007,13/10/2020,14,MasterCard,Tap,28,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,72,Monzo,0
232059,13/10/2020,11,Visa,Tap,24,POS,Children,United Kingdom,United Kingdom,United Kingdom,F,72,Barlcays,0
232100,13/10/2020,11,MasterCard,PIN,120,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,M,72,Barclays,0
232131,13/10/2020,20,MasterCard,PIN,267,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,72,Barlcays,0
232243,14/10/2020,7,MasterCard,PIN,86,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,72,Metro,0
232308,13/10/2020,11,MasterCard,Tap,17,POS,Entertainment,Russia,Russia,United Kingdom,F,72,Lloyds,0
232411,14/10/2020,14,MasterCard,Tap,12,Online,Food,Russia,Russia,Russia,F,72,Barlcays,0
232599,14/10/2020,17,Visa,PIN,261,Online,Food,United Kingdom,United Kingdom,United Kingdom,F,72,Lloyds,0
232631,13/10/2020,20,MasterCard,PIN,51,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,72,Barclays,0
232667,13/10/2020,7,Visa,Tap,21,Online,Entertainment,India,India,India,F,72,Barlcays,0
232708,13/10/2020,19,MasterCard,Tap,22,ATM,Food,United Kingdom,United Kingdom,United Kingdom,M,72,Barlcays,0
232769,13/10/2020,2,MasterCard,Tap,21,Online,Electronics,China,China,United Kingdom,F,72,Lloyds,1
232775,14/10/2020,6,Visa,PIN,35,ATM,Children,China,China,United Kingdom,M,72,Barclays,1
232777,14/10/2020,8,Visa,Tap,30,Online,Children,United Kingdom,United Kingdom,United Kingdom,M,72,Halifax,0
232862,13/10/2020,14,Visa,Tap,8,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,72,Metro,0
232866,13/10/2020,18,MasterCard,PIN,120,Online,Products,United Kingdom,United Kingdom,United Kingdom,M,72,Metro,0
233059,13/10/2020,13,MasterCard,PIN,267,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,M,72,Halifax,0
233138,13/10/2020,10,Visa,PIN,50,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,72,RBS,0
233164,13/10/2020,13,Visa,Tap,5,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,F,72,Lloyds,0
233242,14/10/2020,7,Visa,Tap,27,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,72,Barclays,0
233243,13/10/2020,12,Visa,Tap,22,Online,Fashion,United Kingdom,USA,United Kingdom,F,72,RBS,0
233265,13/10/2020,16,MasterCard,PIN,289,Online,Food,USA,USA,USA,F,72,Barlcays,0
233395,13/10/2020,14,MasterCard,Tap,15,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,72,Monzo,0
233509,13/10/2020,9,MasterCard,PIN,102,POS,Restaurant,India,India,India,M,72,Monzo,0
233549,14/10/2020,18,Visa,PIN,53,ATM,Subscription,United Kingdom,China,United Kingdom,M,72,Barclays,0
233783,14/10/2020,21,Visa,Tap,20,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,F,72,Lloyds,0
233845,14/10/2020,19,Visa,Tap,18,POS,Services,United Kingdom,United Kingdom,United Kingdom,M,72,Barclays,0
233907,13/10/2020,23,MasterCard,Tap,28,ATM,Children,United Kingdom,United Kingdom,United Kingdom,M,72,Lloyds,0
233946,13/10/2020,20,MasterCard,Tap,22,ATM,Children,United Kingdom,United Kingdom,United Kingdom,M,72,Barclays,0
234028,14/10/2020,19,Visa,Tap,12,Online,Products,United Kingdom,India,United Kingdom,F,72,RBS,0
234055,13/10/2020,12,MasterCard,Tap,17,Online,Children,India,India,United Kingdom,F,72,HSBC,1
234083,13/10/2020,14,MasterCard,PIN,18,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,M,72,Monzo,0
234140,14/10/2020,19,Visa,PIN,396,POS,Services,China,China,China,F,72,Barclays,0
234250,13/10/2020,11,MasterCard,PIN,237,Online,Products,United Kingdom,United Kingdom,United Kingdom,M,72,Metro,0
234262,13/10/2020,12,MasterCard,PIN,170,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,F,72,Barclays,0
234315,14/10/2020,7,MasterCard,Tap,7,ATM,Services,United Kingdom,United Kingdom,United Kingdom,F,72,Barclays,0
234359,14/10/2020,18,Visa,Tap,15,POS,Food,United Kingdom,Russia,United Kingdom,M,72,Halifax,0
234429,14/10/2020,11,MasterCard,Tap,5,Online,Services,United Kingdom,United Kingdom,United Kingdom,F,72,Halifax,0
234466,13/10/2020,20,MasterCard,Tap,6,Online,Electronics,Russia,Russia,Russia,F,72,TSB,0
234515,13/10/2020,19,Visa,Tap,29,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,72,Barclays,0
234606,14/10/2020,9,Visa,PIN,241,Online,Services,United Kingdom,China,United Kingdom,F,72,Metro,0
234627,14/10/2020,11,Visa,Tap,23,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,M,72,HSBC,0
234688,13/10/2020,10,Visa,Tap,17,ATM,Entertainment,USA,USA,USA,F,72,Halifax,0
234717,13/10/2020,21,MasterCard,PIN,304,ATM,Fashion,USA,USA,United Kingdom,F,72,Halifax,0
234751,14/10/2020,12,Visa,PIN,374,Online,Subscription,USA,USA,USA,M,72,Halifax,0
234752,14/10/2020,23,Visa,Tap,5,Online,Children,United Kingdom,India,United Kingdom,M,72,Barclays,1
234870,14/10/2020,22,MasterCard,Tap,18,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,72,RBS,0
235024,14/10/2020,23,MasterCard,PIN,333,Online,Fashion,Russia,Russia,Russia,M,72,Monzo,0
235102,13/10/2020,22,Visa,Tap,13,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,72,Barclays,0
235126,14/10/2020,13,MasterCard,PIN,160,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,F,72,Monzo,0
235218,14/10/2020,16,MasterCard,PIN,76,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,F,72,RBS,0
235230,13/10/2020,12,MasterCard,Tap,9,ATM,Subscription,Russia,Russia,United Kingdom,M,72,HSBC,0
235243,13/10/2020,2,MasterCard,Tap,25,ATM,Food,China,China,United Kingdom,M,72,Monzo,1
235376,14/10/2020,9,MasterCard,PIN,239,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,M,72,Barclays,0
215606,14/10/2020,18,Visa,Tap,16,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,M,73,Monzo,0
215685,14/10/2020,8,Visa,PIN,44,POS,Food,United Kingdom,United Kingdom,United Kingdom,M,73,Barclays,0
215796,14/10/2020,8,Visa,PIN,74,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,73,Monzo,0
215962,13/10/2020,9,MasterCard,PIN,318,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,M,73,RBS,0
216123,14/10/2020,10,MasterCard,PIN,33,ATM,Children,United Kingdom,United Kingdom,United Kingdom,F,73,Barclays,0
216152,13/10/2020,13,MasterCard,Tap,12,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,F,73,RBS,0
216196,14/10/2020,15,MasterCard,Tap,10,POS,Gaming,Russia,Russia,Russia,F,73,Monzo,0
216201,14/10/2020,14,MasterCard,Tap,30,Online,Children,Russia,Russia,Russia,F,73,RBS,0
216213,13/10/2020,14,Visa,Tap,17,POS,Children,United Kingdom,United Kingdom,United Kingdom,F,73,Monzo,0
216285,13/10/2020,23,MasterCard,PIN,354,POS,Products,United Kingdom,United Kingdom,United Kingdom,F,73,Barlcays,0
216331,14/10/2020,16,MasterCard,Tap,16,ATM,Restaurant,India,India,India,F,73,HSBC,0
216346,14/10/2020,21,MasterCard,PIN,134,Online,Electronics,USA,USA,USA,F,73,Halifax,0
216362,13/10/2020,14,MasterCard,Tap,7,ATM,Products,United Kingdom,United Kingdom,United Kingdom,M,73,Halifax,0
216433,13/10/2020,20,MasterCard,PIN,16,ATM,Children,Russia,Russia,Russia,M,73,HSBC,0
216434,14/10/2020,9,Visa,Tap,30,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,73,TSB,0
216476,13/10/2020,16,MasterCard,PIN,55,POS,Food,United Kingdom,United Kingdom,United Kingdom,F,73,Barlcays,0
216555,14/10/2020,9,MasterCard,Tap,11,Online,Services,United Kingdom,United Kingdom,United Kingdom,M,73,Metro,0
216599,13/10/2020,15,Visa,PIN,359,Online,Products,United Kingdom,United Kingdom,United Kingdom,F,73,RBS,0
216665,14/10/2020,9,MasterCard,PIN,211,ATM,Products,Russia,Russia,Russia,M,73,Halifax,0
216723,13/10/2020,12,MasterCard,PIN,58,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,73,Barclays,0
216927,13/10/2020,10,Visa,PIN,18,POS,Gaming,United Kingdom,Russia,United Kingdom,M,73,TSB,0
217022,13/10/2020,18,Visa,Tap,7,Online,Products,United Kingdom,United Kingdom,United Kingdom,M,73,RBS,0
217098,14/10/2020,8,Visa,Tap,18,POS,Subscription,United Kingdom,Russia,United Kingdom,F,73,Barclays,0
217211,13/10/2020,16,Visa,PIN,267,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,F,73,Metro,0
217301,14/10/2020,12,Visa,Tap,13,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,73,Monzo,0
217324,14/10/2020,18,Visa,Tap,25,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,73,Barclays,0
217340,13/10/2020,12,MasterCard,PIN,95,Online,Subscription,USA,USA,United Kingdom,F,73,Metro,0
217364,13/10/2020,12,Visa,PIN,301,Online,Gaming,Russia,Russia,Russia,F,73,TSB,0
217383,13/10/2020,8,Visa,Tap,7,ATM,Gaming,Russia,Russia,Russia,M,73,Metro,0
217401,14/10/2020,7,MasterCard,PIN,18,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,F,73,TSB,0
217427,13/10/2020,4,Visa,Tap,24,POS,Gaming,India,India,United Kingdom,F,73,Lloyds,1
217470,14/10/2020,12,Visa,Tap,7,ATM,Fashion,United Kingdom,USA,United Kingdom,M,73,TSB,0
217511,13/10/2020,10,Visa,PIN,387,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,73,Metro,0
217540,14/10/2020,13,MasterCard,PIN,94,ATM,Restaurant,United Kingdom,India,United Kingdom,F,73,Monzo,0
217708,14/10/2020,16,MasterCard,Tap,17,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,M,73,Barclays,0
217808,13/10/2020,15,MasterCard,Tap,26,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,F,73,Halifax,0
217840,14/10/2020,16,MasterCard,PIN,42,Online,Services,India,India,India,F,73,RBS,0
217899,13/10/2020,17,Visa,Tap,15,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,M,73,Metro,0
217956,14/10/2020,21,Visa,Tap,5,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,F,73,Barlcays,0
218125,14/10/2020,11,MasterCard,PIN,62,ATM,Products,United Kingdom,United Kingdom,United Kingdom,F,73,Barclays,0
218246,13/10/2020,13,Visa,Tap,25,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,F,73,TSB,0
218335,13/10/2020,18,Visa,Tap,24,POS,Products,United Kingdom,United Kingdom,United Kingdom,M,73,Lloyds,0
218373,13/10/2020,10,MasterCard,Tap,21,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,F,73,Barlcays,0
218591,14/10/2020,18,MasterCard,PIN,311,POS,Restaurant,India,India,India,F,73,Barclays,0
218782,13/10/2020,16,MasterCard,Tap,17,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,73,Lloyds,0
218851,14/10/2020,10,Visa,Tap,16,Online,Products,United Kingdom,United Kingdom,United Kingdom,F,73,HSBC,0
218856,14/10/2020,9,Visa,PIN,46,POS,Products,United Kingdom,United Kingdom,United Kingdom,F,73,Halifax,0
218861,14/10/2020,12,Visa,Tap,9,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,F,73,Halifax,0
219078,13/10/2020,16,MasterCard,Tap,21,POS,Services,United Kingdom,United Kingdom,United Kingdom,M,73,Lloyds,0
219136,13/10/2020,23,MasterCard,Tap,29,POS,Products,United Kingdom,United Kingdom,United Kingdom,F,73,Barclays,0
219168,13/10/2020,11,MasterCard,PIN,174,Online,Restaurant,United Kingdom,Russia,United Kingdom,M,73,Halifax,0
219175,14/10/2020,10,MasterCard,PIN,284,POS,Fashion,China,China,United Kingdom,M,73,Barclays,0
219183,14/10/2020,12,MasterCard,PIN,197,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,F,73,Monzo,0
219280,14/10/2020,12,MasterCard,PIN,353,Online,Food,United Kingdom,United Kingdom,United Kingdom,F,73,Halifax,0
219283,13/10/2020,15,MasterCard,PIN,204,POS,Services,United Kingdom,United Kingdom,United Kingdom,M,73,HSBC,0
219349,14/10/2020,20,MasterCard,Tap,26,POS,Food,United Kingdom,India,United Kingdom,F,73,RBS,0
219422,13/10/2020,15,Visa,Tap,13,ATM,Services,Russia,Russia,Russia,M,73,Halifax,0
219463,13/10/2020,13,MasterCard,PIN,299,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,M,73,RBS,0
219513,14/10/2020,23,MasterCard,PIN,73,ATM,Gaming,United Kingdom,Russia,United Kingdom,F,73,Monzo,0
219526,13/10/2020,15,MasterCard,PIN,388,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,F,73,RBS,0
219664,14/10/2020,7,MasterCard,PIN,106,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,73,Monzo,0
219718,13/10/2020,14,MasterCard,PIN,143,Online,Food,United Kingdom,United Kingdom,United Kingdom,F,73,Barclays,0
219846,14/10/2020,16,Visa,Tap,19,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,F,73,Lloyds,0
219851,14/10/2020,19,Visa,Tap,11,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,F,73,Barclays,0
219909,13/10/2020,11,MasterCard,Tap,15,Online,Children,United Kingdom,United Kingdom,United Kingdom,F,73,Metro,0
219934,13/10/2020,16,MasterCard,PIN,192,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,73,Monzo,0
220016,14/10/2020,21,Visa,Tap,30,ATM,Gaming,United Kingdom,India,United Kingdom,M,73,Barclays,0
220143,13/10/2020,20,Visa,Tap,26,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,M,73,Monzo,0
220426,13/10/2020,13,MasterCard,Tap,8,ATM,Food,United Kingdom,India,United Kingdom,F,73,Lloyds,0
220495,13/10/2020,16,Visa,PIN,393,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,73,HSBC,0
220515,13/10/2020,19,Visa,Tap,5,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,73,HSBC,0
220659,14/10/2020,22,MasterCard,Tap,20,POS,Food,China,China,China,M,73,Monzo,0
220666,13/10/2020,12,Visa,PIN,82,POS,Fashion,USA,USA,United Kingdom,F,73,Barclays,0
220672,14/10/2020,19,MasterCard,Tap,21,Online,Fashion,United Kingdom,USA,United Kingdom,M,73,HSBC,1
220691,13/10/2020,16,Visa,PIN,208,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,73,Lloyds,0
220696,13/10/2020,10,Visa,PIN,379,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,M,73,Barclays,0
220723,14/10/2020,12,Visa,PIN,201,ATM,Products,United Kingdom,United Kingdom,United Kingdom,F,73,Barclays,0
220790,13/10/2020,12,Visa,Tap,29,Online,Products,United Kingdom,USA,United Kingdom,F,73,HSBC,1
220803,14/10/2020,7,Visa,PIN,357,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,F,73,Halifax,0
220931,14/10/2020,10,Visa,Tap,23,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,73,Halifax,0
220949,13/10/2020,19,MasterCard,Tap,28,POS,Children,Russia,Russia,Russia,F,73,Monzo,0
220952,14/10/2020,20,MasterCard,PIN,128,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,73,TSB,0
221114,14/10/2020,6,MasterCard,Tap,26,ATM,Products,China,China,United Kingdom,M,73,Metro,1
221164,13/10/2020,15,MasterCard,PIN,174,POS,Services,United Kingdom,United Kingdom,United Kingdom,F,73,RBS,0
221238,14/10/2020,18,Visa,Tap,22,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,73,RBS,0
221243,14/10/2020,8,Visa,PIN,270,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,F,73,RBS,0
221400,14/10/2020,11,MasterCard,Tap,15,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,F,73,Metro,0
221458,14/10/2020,19,Visa,PIN,19,ATM,Services,United Kingdom,United Kingdom,United Kingdom,F,73,RBS,0
221513,14/10/2020,16,Visa,PIN,240,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,73,Lloyds,0
221562,13/10/2020,18,MasterCard,Tap,27,ATM,Fashion,United Kingdom,USA,United Kingdom,M,73,RBS,0
221681,13/10/2020,7,MasterCard,PIN,240,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,F,73,Barclays,0
221782,13/10/2020,20,Visa,Tap,29,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,73,HSBC,0
221808,13/10/2020,14,Visa,PIN,39,Online,Children,United Kingdom,United Kingdom,United Kingdom,F,73,TSB,0
221845,13/10/2020,13,Visa,Tap,14,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,F,73,Barlcays,0
222095,13/10/2020,12,MasterCard,Tap,18,POS,Restaurant,USA,USA,USA,M,73,Barclays,0
222158,14/10/2020,19,Visa,PIN,138,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,73,Barclays,0
222187,13/10/2020,8,Visa,Tap,26,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,73,Barclays,0
222196,14/10/2020,13,MasterCard,PIN,23,POS,Subscription,Russia,Russia,Russia,F,73,TSB,0
222297,14/10/2020,17,MasterCard,Tap,19,POS,Products,United Kingdom,United Kingdom,United Kingdom,F,73,HSBC,0
222370,13/10/2020,20,MasterCard,Tap,9,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,M,73,TSB,0
222513,13/10/2020,6,Visa,Tap,6,Online,Entertainment,USA,USA,United Kingdom,F,73,HSBC,1
222544,13/10/2020,18,MasterCard,PIN,91,Online,Electronics,Russia,Russia,United Kingdom,F,73,RBS,0
222571,13/10/2020,12,MasterCard,Tap,22,Online,Restaurant,Russia,Russia,Russia,M,73,Lloyds,0
222686,14/10/2020,8,Visa,PIN,153,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,73,Barclays,0
222699,13/10/2020,19,Visa,PIN,62,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,73,Metro,0
222706,14/10/2020,17,Visa,PIN,285,ATM,Services,India,India,India,F,73,Metro,0
222770,14/10/2020,23,Visa,PIN,286,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,73,Metro,0
222793,14/10/2020,10,Visa,PIN,168,Online,Children,United Kingdom,United Kingdom,United Kingdom,M,73,Halifax,0
222852,13/10/2020,10,Visa,Tap,20,Online,Fashion,China,China,United Kingdom,F,73,HSBC,1
222859,13/10/2020,13,Visa,Tap,24,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,M,73,Barclays,0
222963,13/10/2020,19,Visa,Tap,25,ATM,Gaming,India,India,United Kingdom,F,73,Barclays,0
222977,14/10/2020,23,MasterCard,PIN,30,Online,Products,China,China,United Kingdom,M,73,Barclays,0
223140,13/10/2020,17,MasterCard,PIN,276,POS,Subscription,USA,USA,USA,F,73,Barclays,0
223309,13/10/2020,8,Visa,Tap,21,ATM,Electronics,India,India,United Kingdom,M,73,Metro,1
223502,14/10/2020,21,Visa,PIN,60,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,73,HSBC,0
223660,13/10/2020,19,Visa,Tap,15,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,F,73,Metro,0
223693,13/10/2020,21,Visa,PIN,299,ATM,Food,United Kingdom,United Kingdom,United Kingdom,M,73,Metro,0
223706,13/10/2020,22,Visa,PIN,156,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,F,73,Monzo,0
223757,13/10/2020,16,MasterCard,Tap,15,POS,Products,United Kingdom,United Kingdom,United Kingdom,F,73,TSB,0
224011,13/10/2020,8,Visa,PIN,303,POS,Fashion,USA,USA,United Kingdom,F,73,Barclays,0
224022,13/10/2020,0,MasterCard,Tap,21,Online,Gaming,China,China,United Kingdom,F,73,Monzo,1
224092,13/10/2020,8,Visa,Tap,22,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,M,73,Barclays,0
224174,14/10/2020,3,Visa,Tap,8,Online,Restaurant,India,India,United Kingdom,M,73,HSBC,1
224186,14/10/2020,12,MasterCard,PIN,177,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,73,Barclays,0
224267,14/10/2020,16,MasterCard,PIN,326,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,M,73,RBS,0
224272,13/10/2020,11,Visa,Tap,15,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,M,73,Barclays,0
224282,13/10/2020,15,MasterCard,Tap,17,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,F,73,Monzo,0
224294,14/10/2020,7,MasterCard,PIN,211,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,73,Halifax,0
224345,14/10/2020,8,MasterCard,Tap,28,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,73,RBS,0
224377,14/10/2020,0,Visa,Tap,25,ATM,Products,USA,USA,United Kingdom,F,73,Barclays,1
224445,13/10/2020,7,Visa,PIN,269,POS,Entertainment,United Kingdom,USA,United Kingdom,M,73,Barclays,0
224464,14/10/2020,17,MasterCard,Tap,21,POS,Food,United Kingdom,USA,United Kingdom,F,73,TSB,0
224509,13/10/2020,17,Visa,Tap,18,Online,Products,China,China,China,M,73,Barclays,0
224645,13/10/2020,14,Visa,Tap,16,Online,Electronics,United Kingdom,China,United Kingdom,M,73,HSBC,1
224647,14/10/2020,18,Visa,PIN,138,POS,Services,United Kingdom,United Kingdom,United Kingdom,F,73,Halifax,0
224667,14/10/2020,21,Visa,PIN,365,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,M,73,Barclays,0
224688,14/10/2020,19,MasterCard,PIN,302,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,F,73,Metro,0
224794,14/10/2020,9,Visa,PIN,237,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,73,Barclays,0
224889,13/10/2020,18,Visa,Tap,18,ATM,Services,Russia,Russia,Russia,M,73,Barlcays,0
224921,13/10/2020,12,MasterCard,Tap,19,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,F,73,Monzo,0
225071,13/10/2020,17,MasterCard,PIN,156,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,73,TSB,0
225168,13/10/2020,9,Visa,Tap,6,POS,Food,United Kingdom,United Kingdom,United Kingdom,M,73,RBS,0
225225,13/10/2020,14,MasterCard,Tap,16,ATM,Food,United Kingdom,United Kingdom,United Kingdom,M,73,Barclays,0
225263,14/10/2020,16,MasterCard,Tap,9,ATM,Gaming,Russia,Russia,United Kingdom,F,73,Halifax,0
225315,13/10/2020,17,MasterCard,Tap,8,Online,Services,United Kingdom,United Kingdom,United Kingdom,M,73,Barclays,0
225435,14/10/2020,22,Visa,Tap,18,POS,Electronics,United Kingdom,China,United Kingdom,F,73,Monzo,1
225454,14/10/2020,9,Visa,PIN,378,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,M,73,Lloyds,0
225492,14/10/2020,8,Visa,PIN,169,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,M,73,Halifax,0
225535,14/10/2020,10,MasterCard,PIN,104,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,M,73,Barclays,0
225556,13/10/2020,4,MasterCard,Tap,10,Online,Electronics,India,India,United Kingdom,F,73,Barlcays,1
225600,14/10/2020,13,Visa,Tap,9,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,73,Barclays,0
225733,14/10/2020,14,Visa,Tap,14,ATM,Restaurant,Russia,Russia,United Kingdom,F,73,Monzo,0
225884,14/10/2020,8,MasterCard,PIN,165,ATM,Gaming,Russia,Russia,United Kingdom,F,73,Barlcays,0
225925,14/10/2020,11,MasterCard,Tap,11,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,M,73,HSBC,0
225928,13/10/2020,22,Visa,Tap,30,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,73,Barclays,0
225989,14/10/2020,21,Visa,Tap,27,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,F,73,Barlcays,0
226036,13/10/2020,20,MasterCard,PIN,341,POS,Entertainment,China,China,United Kingdom,M,73,Barlcays,0
226130,13/10/2020,12,Visa,Tap,16,ATM,Products,United Kingdom,United Kingdom,United Kingdom,M,73,TSB,0
226149,14/10/2020,9,Visa,Tap,14,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,F,73,HSBC,0
226277,13/10/2020,20,Visa,PIN,46,POS,Electronics,USA,USA,United Kingdom,M,73,HSBC,0
226301,14/10/2020,13,Visa,PIN,306,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,F,73,Monzo,0
226352,14/10/2020,8,Visa,Tap,23,POS,Children,United Kingdom,United Kingdom,United Kingdom,F,73,Barclays,0
226400,14/10/2020,18,Visa,Tap,24,Online,Children,United Kingdom,United Kingdom,United Kingdom,M,73,Barlcays,0
226477,13/10/2020,12,MasterCard,Tap,24,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,M,73,Barlcays,0
